Year,Month,Day,Rain,Tmax,Tmin,Height,Predicted_Growth
2016,4,4,0.0,29.6,18.2,1170,0.26688093219700615
2016,4,5,0.0,28.9,16.4,1170,0.21689511298615777
2016,4,6,2.0,26.4,13.7,1170,0.1718805931914518
2016,4,7,0.0,25.0,12.9,1170,0.1468455649590368
2016,4,8,0.0,24.6,11.4,1170,0.14233745760900432
2016,4,9,0.2,26.3,11.9,1170,0.17056138415105265
2016,4,10,0.0,29.0,13.5,1170,0.21217138415105288
2016,4,11,0.0,27.6,11.7,1170,0.18955426550993779
2016,4,12,0.0,31.1,11.1,1170,0.24279141240230015
2016,4,13,0.0,31.0,11.9,1170,0.23597581920613994
2016,4,14,0.0,30.8,12.4,1170,0.23244768361427595
2016,4,15,0.0,29.8,12.5,1170,0.2176265254214148
2016,4,16,0.0,31.6,11.8,1170,0.24399999999999986
2016,4,17,0.0,33.8,12.6,1170,0.22316519773990018
2016,4,18,0.0,31.9,13.0,1170,0.24784564971748746
2016,4,19,0.0,32.2,16.0,1170,0.2595857909596011
2016,4,20,0.0,32.7,13.5,1170,0.23979064971748723
2016,4,21,1.4,19.6,12.2,1170,0.10545110167624243
2016,4,22,0.2,29.4,11.6,1170,0.21548451975233285
2016,4,23,0.0,32.0,12.0,1170,0.25270084743855514
2016,4,24,0.0,31.8,10.3,1170,0.25148607342499485
2016,4,25,0.0,30.4,12.4,1170,0.23028053670308143
2016,4,26,9.6,31.4,13.1,1170,0.2727948021141487
2016,4,27,0.0,28.0,11.6,1170,0.22335601680008946
2016,4,28,0.0,30.3,11.3,1170,0.25328197728129964
2016,4,29,0.0,30.1,8.4,1170,0.24890824846502713
2016,4,30,0.0,28.1,11.4,1170,0.22075180777852238
2016,5,1,0.0,23.4,10.1,1170,0.14839802246917116
2016,5,2,0.0,26.1,7.2,1170,0.1915133049533978
2016,5,3,0.0,27.4,7.8,1170,0.18103759886994986
2016,5,4,0.0,25.7,7.8,1170,0.15551499999999996
2016,5,5,0.0,26.2,5.8,1170,0.1630019491524627
2016,5,6,0.0,26.1,6.7,1170,0.16147564971748768
2016,5,7,0.0,25.4,6.7,1170,0.15104519773990005
2016,5,8,0.0,20.8,13.8,1170,0.10796392654675628
2016,5,9,0.0,21.7,12.0,1170,0.1010799999999998
2016,5,10,0.0,23.4,11.1,1170,0.12100000000000027
2016,5,11,0.0,26.3,10.7,1170,0.1644550000000002
2016,5,12,0.0,27.4,8.9,1170,0.18092499999999975
2016,5,13,1.6,25.4,8.8,1170,0.15545296607967074
2016,5,14,37.4,17.0,12.1,1170,0.21458853054906504
2016,5,15,0.8,20.1,12.0,1170,0.21700559270180964
2016,5,16,0.2,23.0,8.5,1170,0.22648595992094622
2016,5,17,0.0,24.5,8.3,1170,0.2435510446699808
2016,5,18,0.0,22.9,8.5,1170,0.22628920850838383
2016,5,19,0.0,23.5,10.2,1170,0.22705796558061203
2016,5,20,0.0,23.2,8.4,1170,0.22633437801586903
2016,5,21,0.0,21.6,10.7,1170,0.10305259885582575
2016,5,22,0.0,22.1,8.2,1170,0.10138779660985019
2016,5,23,0.0,22.5,6.0,1170,0.10749999999999994
2016,5,24,0.0,22.9,4.9,1170,0.11350000000000011
2016,5,25,0.0,22.3,5.4,1170,0.10451499999999987
2016,5,26,0.0,20.3,6.7,1170,0.09999999999999978
2016,5,27,0.0,21.6,5.6,1170,0.09999999999999978
2016,5,28,0.0,21.6,6.0,1170,0.09999999999999978
2016,5,29,0.0,23.3,4.7,1170,0.11952259886995034
2016,5,30,0.0,21.6,4.0,1170,0.09999999999999978
2016,5,31,0.0,22.6,3.4,1170,0.109045
2016,6,1,0.0,22.1,3.2,1170,0.10151499999999984
2016,6,2,0.0,22.4,3.3,1170,0.10598129943497493
2016,6,3,0.0,21.7,2.2,1170,0.09999999999999978
2016,6,4,0.0,22.2,3.0,1170,0.1030979943497504
2016,6,5,0.0,20.9,3.3,1170,0.09999999999999978
2016,6,6,0.0,20.0,4.8,1170,0.09999999999999978
2016,6,7,0.0,20.7,4.1,1170,0.09999999999999978
2016,6,8,0.0,20.5,3.6,1170,0.09999999999999978
2016,6,9,0.0,21.5,2.9,1170,0.09999999999999978
2016,6,10,0.0,22.9,3.1,1170,0.11350000000000011
2016,6,11,0.0,22.3,5.0,1170,0.10451499999999987
2016,6,12,16.0,16.9,9.1,1170,0.14589067775216266
2016,6,13,0.6,11.2,7.7,1170,0.14699531051419343
2016,6,14,0.0,14.9,8.9,1170,0.14665242916001683
2016,6,15,0.2,20.2,4.7,1170,0.1471920901732952
2016,6,16,0.0,21.8,7.6,1170,0.14724858734817048
2016,6,17,0.0,22.0,4.2,1170,0.14741358734817042
2016,6,18,0.2,20.2,6.6,1170,0.14758757039742212
2016,6,19,0.0,23.2,5.4,1170,0.12000935027309641
2016,6,20,0.0,23.2,4.0,1170,0.11866567796402709
2016,6,21,0.0,23.1,4.0,1170,0.117296610165741
2016,6,22,0.0,20.4,4.0,1170,0.10056497174875272
2016,6,23,0.0,20.1,4.3,1170,0.10056497174875272
2016,6,24,0.0,19.6,3.9,1170,0.10056497174875272
2016,6,25,0.0,20.0,3.1,1170,0.09999999999999978
2016,6,26,0.0,20.8,1.8,1170,0.09999999999999978
2016,6,27,0.0,21.3,1.1,1170,0.09999999999999978
2016,6,28,0.0,21.3,1.5,1170,0.09999999999999978
2016,6,29,0.0,20.3,0.7,1170,0.09999999999999978
2016,6,30,0.0,20.3,0.2,1170,0.09999999999999978
2016,7,1,0.0,21.7,1.5,1170,0.09999999999999978
2016,7,2,0.0,19.8,5.6,1170,0.09999999999999978
2016,7,3,0.0,18.7,6.2,1170,0.09999999999999978
2016,7,4,0.0,18.8,2.4,1170,0.09999999999999978
2016,7,5,0.0,18.7,0.4,1170,0.09999999999999978
2016,7,6,0.0,21.0,0.5,1170,0.09999999999999978
2016,7,7,0.0,22.3,3.0,1170,0.10451499999999987
2016,7,8,0.0,20.4,3.9,1170,0.09999999999999978
2016,7,9,0.0,21.5,0.9,1170,0.09999999999999978
2016,7,10,0.0,20.7,1.5,1170,0.09999999999999978
2016,7,11,0.0,19.8,1.9,1170,0.09999999999999978
2016,7,12,0.0,21.7,1.7,1170,0.09999999999999978
2016,7,13,0.0,20.6,1.4,1170,0.09999999999999978
2016,7,14,0.0,20.9,0.6,1170,0.09999999999999978
2016,7,15,0.0,20.6,0.6,1170,0.09999999999999978
2016,7,16,0.0,21.9,0.7,1170,0.09999999999999978
2016,7,17,0.0,20.5,2.7,1170,0.09999999999999978
2016,7,18,0.0,20.8,1.4,1170,0.09999999999999978
2016,7,19,0.0,22.1,1.0,1170,0.10154499999999984
2016,7,20,0.0,23.6,0.8,1170,0.12400000000000011
2016,7,21,0.0,26.0,0.7,1170,0.1599400000000001
2016,7,22,0.0,25.9,0.5,1170,0.15851500000000007
2016,7,23,0.0,24.7,1.7,1170,0.1404849999999998
2016,7,24,0.0,23.1,1.1,1170,0.11650000000000015
2016,7,25,3.4,19.2,10.8,1170,0.10957957622657931
2016,7,26,3.8,20.2,6.1,1170,0.12018079086543892
2016,7,27,0.0,17.5,0.4,1170,0.12033488691026427
2016,7,28,0.0,20.8,-1.4,1170,0.12044768352011456
2016,7,29,0.0,22.1,0.8,1170,0.12190056487429123
2016,7,30,0.0,22.9,1.3,1170,0.12692353101045895
2016,7,31,0.0,23.8,1.0,1170,0.14755734453810088
2016,8,1,0.0,19.7,3.5,1170,0.1139003954327194
2016,8,2,0.0,23.3,2.0,1170,0.11950000000000024
2016,8,3,0.0,21.8,1.8,1170,0.09999999999999978
2016,8,4,0.0,22.3,4.3,1170,0.10451499999999987
2016,8,5,0.0,23.7,-0.5,1170,0.12547564971748768
2016,8,6,0.0,27.3,0.1,1170,0.1798286723137776
2016,8,7,0.0,27.0,1.2,1170,0.17500000000000032
2016,8,8,0.0,27.9,1.7,1170,0.18866500000000003
2016,8,9,0.0,24.6,3.5,1170,0.13904129943497487
2016,8,10,0.0,26.2,2.1,1170,0.16298500000000016
2016,8,11,0.0,25.4,1.6,1170,0.15108299434975034
2016,8,12,0.0,26.5,0.7,1170,0.16748500000000033
2016,8,13,0.0,26.9,0.0,1170,0.17339889830492541
2016,8,14,0.0,28.3,3.0,1170,0.19432779660985036
2016,8,15,0.0,29.0,4.5,1170,0.20504714689236248
2016,8,16,0.0,24.0,11.4,1170,0.1302194067755915
2016,8,17,0.0,24.3,9.5,1170,0.13463754237216288
2016,8,18,0.0,24.6,8.3,1170,0.13899999999999982
2016,8,19,0.0,26.4,6.4,1170,0.16601500000000027
2016,8,20,0.0,29.5,9.9,1170,0.2126322881344759
2016,8,21,0.0,29.4,5.8,1170,0.21098499999999976
2016,8,22,0.0,23.2,4.9,1170,0.11802824858743781
2016,8,23,0.0,23.1,2.2,1170,0.11650000000000015
2016,8,24,0.0,27.1,3.1,1170,0.17654714689236314
2016,8,25,0.0,29.6,3.8,1170,0.2138349999999999
2016,8,26,0.0,31.2,4.8,1170,0.23791389830492482
2016,8,27,0.0,28.5,8.0,1170,0.19748500000000013
2016,8,28,0.0,29.9,5.3,1170,0.21846999999999983
2016,8,29,0.0,32.6,4.8,1170,0.24102474576231261
2016,8,30,0.0,31.3,5.6,1170,0.23948129943497473
2016,8,31,0.0,30.1,6.8,1170,0.2214549999999999
2016,9,1,0.0,29.0,5.9,1170,0.2050621468923625
2016,9,2,0.0,28.3,4.1,1170,0.19450389830492523
2016,9,3,0.0,31.3,6.5,1170,0.23951129943497473
2016,9,4,0.0,31.8,7.8,1170,0.24669999999999992
2016,9,5,0.0,31.6,11.0,1170,0.24402999999999986
2016,9,6,0.0,32.7,6.8,1170,0.23939499999999966
2016,9,7,0.0,33.3,9.6,1170,0.2307456497174871
2016,9,8,0.0,35.7,10.0,1170,0.19484500000000007
2016,9,9,0.0,34.7,12.6,1170,0.2093612994349748
2016,9,10,0.0,31.8,12.6,1170,0.24655564971748742
2016,9,11,0.0,29.0,13.3,1170,0.20568771186081555
2016,9,12,0.0,29.9,14.9,1170,0.21934564971748738
2016,9,13,0.0,31.5,13.0,1170,0.24264474576231265
2016,9,14,0.0,25.1,15.2,1170,0.1506634180760902
2016,9,15,0.0,31.8,14.0,1170,0.2466549999999999
2016,9,16,0.0,32.9,18.0,1170,0.278850734457106
2016,9,17,0.0,27.0,12.5,1170,0.17510500000000032
2016,9,18,1.2,14.2,10.0,1170,0.10340112992748997
2016,9,19,0.0,26.5,9.0,1170,0.17084522597231527
2016,9,20,0.0,26.5,10.0,1170,0.17092587568980278
2016,9,21,0.0,31.0,8.3,1170,0.23932567794990284
2016,9,22,0.0,33.7,12.1,1170,0.2277522598738124
2016,9,23,0.0,36.2,10.2,1170,0.19027779659572588
2016,9,24,0.0,32.6,8.2,1170,0.2442616101563248
2016,9,25,0.0,33.2,8.3,1170,0.2319187853093509
2016,9,26,0.0,31.2,15.9,1170,0.25340816383840337
2016,9,27,0.4,32.2,15.3,1170,0.25518875705339544
2016,9,28,0.2,30.1,13.2,1170,0.2232439830445432
2016,9,29,0.0,32.3,8.0,1170,0.2468944915199178
2016,9,30,0.0,32.6,9.3,1170,0.24246093219700598
2016,10,1,0.0,33.6,10.6,1170,0.22742271186081559
2016,10,2,0.0,29.6,9.2,1170,0.21428757061870254
2016,10,3,0.0,24.4,9.8,1170,0.13727138417459314
2016,10,4,0.0,24.0,8.6,1170,0.1299879378519638
2016,10,5,0.0,29.3,7.5,1170,0.20963189265467544
2016,10,6,0.0,35.1,6.9,1170,0.20426384180713789
2016,10,7,0.0,37.9,9.2,1170,0.1632700000000002
2016,10,8,1.2,33.2,16.2,1170,0.25546336156417915
2016,10,9,0.0,30.6,14.0,1170,0.23244418077502746
2016,10,10,0.0,32.5,10.2,1170,0.24559700563612533
2016,10,11,0.0,35.6,11.7,1170,0.19907966100386226
2016,10,12,0.0,36.5,13.0,1170,0.1853416101563247
2016,10,13,0.0,33.1,14.6,1170,0.2363768926405514
2016,10,14,0.0,32.0,15.5,1170,0.25947940676617537
2016,10,15,1.6,34.3,14.5,1170,0.22007997172992025
2016,10,16,0.0,35.2,17.1,1170,0.2409652542141465
2016,10,17,0.0,34.3,14.4,1170,0.22007997172992025
2016,10,18,8.6,26.8,14.1,1170,0.20363211851399665
2016,10,19,1.4,23.4,15.0,1170,0.15690090379509944
2016,10,20,12.8,28.8,16.0,1170,0.28702098837464196
2016,10,21,0.0,28.8,15.6,1170,0.2814928527780701
2016,10,22,10.0,34.3,14.7,1170,0.31479929334216417
2016,11,4,0.0,35.9,18.3,1170,0.34183528204637353
2016,11,5,0.8,33.4,19.5,1170,0.38854474531975164
2016,11,6,0.4,34.5,18.8,1170,0.34368223129770614
2016,11,7,0.0,30.1,20.1,1170,0.36271912398533873
2016,11,8,0.0,33.5,19.1,1170,0.32023152527075605
2016,11,9,0.2,34.7,18.8,1170,0.29862350267446547
2016,11,15,0.2,26.6,14.0,1170,0.17414084743384708
2016,11,16,0.0,29.8,15.6,1170,0.23283149715604312
2016,11,17,0.0,33.9,14.7,1170,0.22463745761842055
2016,11,18,0.0,33.5,15.1,1170,0.23064231637630755
2016,11,19,7.6,26.4,14.2,1170,0.19367392643376197
2016,11,20,17.2,30.4,13.5,1170,0.3044713555843626
2016,11,21,0.0,28.1,15.2,1170,0.27112872846316505
2016,11,22,15.2,31.8,14.7,1170,0.355190366705954
2016,11,23,0.2,31.0,16.9,1170,0.3726137000424262
2016,11,24,1.2,23.2,16.3,1170,0.24691084691595624
2016,11,25,7.8,30.5,14.3,1170,0.3664522874800501
2016,11,26,0.0,28.9,14.4,1170,0.320656807359502
2016,11,27,0.0,29.9,16.0,1170,0.30334076238820257
2016,11,28,0.0,34.3,16.4,1170,0.30481378499390877
2016,11,29,0.0,36.3,17.5,1170,0.25011502812883674
2016,11,30,7.6,36.9,18.8,1170,0.28291135570677356
2016,12,1,2.0,36.2,17.9,1170,0.2819292088097025
2016,12,2,0.0,34.5,17.3,1170,0.279377994222632
2016,12,3,0.0,34.0,16.4,1170,0.2673113558056435
2016,12,4,0.4,36.4,18.5,1170,0.2620803388501865
2016,12,5,25.2,31.5,18.2,1170,0.38708618597329986
2016,12,6,0.2,30.2,14.2,1170,0.32317437805824234
2016,12,7,0.2,33.1,19.4,1170,0.3777916945428356
2016,12,8,0.0,34.0,18.0,1170,0.3422423725304029
2016,12,9,4.0,34.6,19.7,1170,0.3654133046897439
2016,12,10,2.4,33.7,18.4,1170,0.36227926511445746
2016,12,11,0.0,32.7,16.9,1170,0.35566285268861636
2016,12,12,13.0,28.8,18.2,1170,0.30530344607310017
2016,12,13,0.0,30.6,13.8,1170,0.28616999973634644
2016,12,14,0.6,27.3,17.7,1170,0.2805066099067954
2016,12,15,0.2,30.2,17.4,1170,0.3175606494585424
2016,12,16,0.0,33.7,16.8,1170,0.3030773161644429
2016,12,17,0.0,33.1,17.7,1170,0.31704296591959497
2016,12,18,0.0,33.4,18.5,1170,0.3214353670543534
2016,12,19,3.8,36.3,17.8,1170,0.24022994344571622
2016,12,20,1.4,34.6,15.9,1170,0.2431492372069012
2016,12,21,0.6,34.8,18.4,1170,0.27902115810340744
2016,12,22,0.2,33.7,19.3,1170,0.3056025987899122
2016,12,23,17.6,37.6,18.6,1170,0.293930451671561
2016,12,24,3.4,28.2,18.0,1170,0.317572429014066
2016,12,25,20.6,20.8,16.2,1170,0.25416745699224336
2016,12,26,0.0,22.9,14.0,1170,0.24884059263589647
2016,12,27,0.6,29.5,17.7,1170,0.3776631350363082
2016,12,28,20.6,25.5,17.2,1170,0.3544620330728713
2016,12,29,1.4,31.6,16.8,1170,0.4463236714710282
2016,12,30,0.2,30.9,17.4,1170,0.40296324796126
2016,12,31,0.0,32.2,17.4,1170,0.39683762656093385
2017,1,1,0.0,34.4,17.7,1170,0.32119556466713434
2017,1,2,0.0,33.4,18.2,1170,0.3412445194698465
2017,1,3,7.4,34.3,18.8,1170,0.3584306210801758
2017,1,4,2.8,27.7,16.1,1170,0.23268418063378427
2017,1,5,0.0,30.0,16.5,1170,0.2691434461908031
2017,1,6,10.4,31.4,17.8,1170,0.3356380788304232
2017,1,7,34.6,22.7,18.2,1170,0.31254124218860085
2017,1,8,5.8,22.9,17.4,1170,0.326652965279294
2017,1,9,0.2,28.4,16.2,1170,0.3901326545532365
2017,1,10,0.0,30.5,18.1,1170,0.42897321961585066
2017,1,11,0.0,31.0,17.2,1170,0.4102446603353117
2017,1,12,7.6,32.3,17.8,1170,0.44681968850181464
2017,1,13,6.8,32.1,17.7,1170,0.4395086715934384
2017,1,14,0.2,30.9,18.2,1170,0.33688680764198753
2017,1,15,0.0,32.4,17.7,1170,0.3257555082729262
2017,1,16,0.0,32.3,17.9,1170,0.3249620054525096
2017,1,17,0.0,30.1,15.3,1170,0.2715622031924095
2017,1,18,0.0,32.1,12.5,1170,0.28708519754686845
2017,1,19,0.0,33.7,11.3,1170,0.24385392646671844
2017,1,20,3.4,35.5,14.5,1170,0.20674381352293408
2017,1,21,13.4,33.1,16.2,1170,0.29687629921369457
2017,1,22,0.2,30.1,16.3,1170,0.2873732201102012
2017,1,23,0.0,32.9,17.5,1170,0.3230217229400343
2017,1,24,1.6,33.9,17.0,1170,0.3065323444015663
2017,1,25,27.4,31.0,18.2,1170,0.41446824797538523
2017,1,26,65.4,25.7,17.9,1170,0.5166396595302282
2017,1,27,1.6,27.6,17.4,1170,0.5219891228553942
2017,1,28,0.8,30.4,18.5,1170,0.5386326258547194
2017,1,29,0.0,32.5,13.6,1170,0.5178978800829901
2017,1,30,22.0,24.0,17.4,1170,0.5114800548970335
2017,1,31,0.2,29.9,17.1,1170,0.5689049984651606
2017,2,1,0.0,31.3,16.2,1170,0.5093772021942924
2017,2,2,0.0,32.8,15.4,1170,0.31169172283645585
2017,2,3,0.0,31.6,16.6,1170,0.3277354799275169
2017,2,4,0.0,30.1,18.6,1170,0.33708937823714963
2017,2,5,0.0,30.3,18.5,1170,0.3373948584612765
2017,2,6,0.8,30.1,19.0,1170,0.2853980508334129
2017,2,7,0.2,32.1,19.3,1170,0.31237796608908713
2017,2,8,0.0,33.2,17.2,1170,0.2673528248469732
2017,2,9,3.6,34.5,18.7,1170,0.28345276830210514
2017,2,10,0.0,32.4,17.2,1170,0.2878797174545681
2017,2,11,0.0,33.4,18.3,1170,0.2894726270599919
2017,2,12,0.0,34.8,15.9,1170,0.23319827677748012
2017,2,13,7.4,35.6,17.6,1170,0.26614144053113714
2017,2,14,2.0,33.5,19.3,1170,0.3272673444627713
2017,2,15,3.6,27.9,19.6,1170,0.30376564949149915
2017,2,16,0.0,31.8,18.5,1170,0.3317215535031708
2017,2,17,0.0,28.9,19.7,1170,0.3177938981260169
2017,2,18,0.0,29.1,19.6,1170,0.31301045179867915
2017,2,19,34.8,33.3,17.9,1170,0.41078389766462414
2017,2,20,28.8,24.8,17.2,1170,0.343389095178535
2017,2,21,68.0,19.1,15.6,1170,0.500684404948849
2017,2,22,5.6,21.6,15.2,1170,0.5012082185094477
2017,2,23,17.6,18.6,16.5,1170,0.5660857041766684
2017,2,24,1.2,26.2,15.6,1170,0.6389807323337536
2017,2,25,0.0,25.4,18.0,1170,0.6440473425230341
2017,2,26,0.2,32.0,15.8,1170,0.5849767781007208
2017,2,27,0.0,27.2,17.2,1170,0.48374573320945913
2017,2,28,0.0,25.4,15.8,1170,0.2346571747999192
2017,3,1,0.0,33.0,13.9,1170,0.2896667794095723
2017,3,2,0.0,31.8,16.5,1170,0.2683169208917989
2017,3,3,0.8,28.9,16.6,1170,0.2269933050711004
2017,3,4,0.2,31.3,16.6,1170,0.2668938982908012
2017,3,5,8.2,31.5,17.6,1170,0.3073257060881559
2017,3,6,0.2,32.2,16.3,1170,0.2770305083529636
2017,3,7,0.0,31.2,17.2,1170,0.2993519207788043
2017,3,8,0.0,31.6,14.9,1170,0.26953853094925334
2017,3,9,3.0,31.1,14.9,1170,0.271955932046347
2017,3,10,0.0,26.4,14.2,1170,0.2004675987192909
2017,3,11,0.0,27.5,10.0,1170,0.21467025408702806
2017,3,12,0.0,31.0,10.4,1170,0.24500149713250238
2017,3,13,0.0,31.4,12.8,1170,0.2501860451549148
2017,3,14,0.0,32.1,13.6,1170,0.25079240109238493
2017,3,15,0.0,31.1,14.0,1170,0.24461084741972278
2017,3,16,0.0,32.7,14.2,1170,0.2397249999999997
2017,3,17,0.0,31.3,15.6,1170,0.25344745761371273
2017,3,18,0.0,32.7,15.0,1170,0.24048378530935102
2017,3,19,0.0,27.4,16.1,1170,0.19530324858272965
2017,3,20,0.0,29.0,14.3,1170,0.20537968926452563
2017,3,21,0.0,31.9,11.2,1170,0.24798999999999996
2017,3,22,0.0,31.3,9.8,1170,0.2397592937847253
2017,3,23,0.0,31.0,12.7,1170,0.23542293785196333
2017,3,24,0.0,29.7,13.3,1170,0.216143841807138
2017,3,25,0.0,30.9,13.2,1170,0.23342149717487487
2017,3,26,0.0,27.4,15.6,1170,0.19130550846595817
2017,3,27,0.0,28.6,14.9,1170,0.2000843220312651
2017,3,28,0.0,32.5,11.0,1170,0.24259799434975032
2017,3,29,0.0,32.5,10.5,1170,0.24265468926452577
2017,3,30,0.0,30.4,13.7,1170,0.22656903954703794
2017,3,31,0.0,34.0,13.3,1170,0.22066019773990012
2017,4,1,0.0,35.0,12.5,1170,0.2066590112957906
2017,4,2,0.0,31.4,14.2,1170,0.24092909604482515
2017,4,3,0.0,31.8,13.3,1170,0.24678999999999993
2017,4,4,0.0,31.5,14.2,1170,0.2423499999999998
2017,4,5,0.0,32.6,14.2,1170,0.24124759886994987
2017,4,6,30.2,31.2,14.4,1170,0.31333107305776314
2017,4,7,5.0,24.8,14.4,1170,0.2409443780723664
2017,4,8,0.0,28.4,15.3,1170,0.3044507057397569
2017,4,9,0.0,29.6,13.6,1170,0.3173431351163464
2017,4,10,0.4,30.2,14.6,1170,0.32467031025995624
2017,4,11,9.6,26.4,14.6,1170,0.2923821462897262
2017,4,12,8.8,25.4,14.1,1170,0.3080789540870812
2017,4,13,8.6,23.1,13.3,1170,0.20755028205578976
2017,4,14,0.2,24.5,13.3,1170,0.21699689228744432
2017,4,15,0.2,28.0,11.0,1170,0.2684367510453305
2017,4,16,0.0,24.8,9.2,1170,0.21880483014411595
2017,4,17,0.0,26.1,9.4,1170,0.24113158156138603
2017,4,18,0.0,27.2,7.4,1170,0.2303591523024991
2017,4,19,0.0,27.8,7.7,1170,0.21311785298522692
2017,4,20,0.0,27.2,5.7,1170,0.17903564971277963
2017,4,21,0.0,27.1,4.9,1170,0.17692548022412677
2017,4,22,0.0,26.2,6.2,1170,0.1630019491524627
2017,4,23,1.6,21.7,9.2,1170,0.10449152540258248
2017,4,24,0.0,23.8,11.7,1170,0.13121545195875478
2017,4,25,0.0,22.6,9.6,1170,0.109045
2017,4,26,0.0,22.1,7.3,1170,0.10455737285997023
2017,4,27,0.0,22.4,7.2,1170,0.106545508470666
2017,4,28,0.0,26.2,7.2,1170,0.16818132766268182
2017,4,29,0.0,23.4,8.0,1170,0.122701723156607
2017,4,30,0.0,24.6,8.5,1170,0.13899999999999982
2017,5,1,0.0,24.7,7.9,1170,0.14055104519728776
2017,5,2,0.0,23.3,8.3,1170,0.11958474576231311
2017,5,3,0.2,24.8,8.7,1170,0.14229573446181393
2017,5,4,0.0,26.2,8.3,1170,0.16350282485638942
2017,5,5,0.0,26.2,7.4,1170,0.16348022598643933
2017,5,6,0.0,24.4,7.7,1170,0.1363333333317638
2017,5,7,0.0,24.6,6.3,1170,0.13913519773990005
2017,5,8,0.0,23.7,8.0,1170,0.12589723163668898
2017,5,9,0.0,24.1,10.7,1170,0.13222901129579095
2017,5,10,0.0,23.7,7.9,1170,0.12563169491477555
2017,5,11,0.0,23.5,6.2,1170,0.12250194915246264
2017,5,12,9.4,24.1,7.0,1170,0.1665041806479086
2017,5,13,6.8,12.4,7.5,1170,0.14613460430362704
2017,5,14,4.0,17.9,4.0,1170,0.15799412402300336
2017,5,15,0.2,20.8,6.9,1170,0.15845251385255396
2017,5,16,0.0,22.8,6.3,1170,0.16712601667767882
2017,5,17,0.0,22.0,2.6,1170,0.15849632741315273
2017,5,18,0.0,22.3,2.9,1170,0.15905189238631393
2017,5,19,0.0,22.5,2.9,1170,0.14083553656183828
2017,5,20,0.0,23.6,3.3,1170,0.1356465536208732
2017,5,21,0.0,23.3,3.5,1170,0.11983898304925152
2017,5,22,0.0,23.6,3.6,1170,0.1239400000000001
2017,5,23,0.0,23.3,2.7,1170,0.11950000000000024
2017,5,24,0.0,24.9,2.3,1170,0.1435188983049248
2017,5,25,0.0,24.3,2.8,1170,0.13448499999999972
2017,5,26,0.0,24.2,2.6,1170,0.13326999999999967
2017,5,27,0.0,24.6,2.9,1170,0.13903564971748733
2017,5,30,0.0,18.7,3.0,1170,0.09999999999999978
2017,5,31,0.0,20.6,1.7,1170,0.09999999999999978
2017,6,1,0.0,22.1,2.6,1170,0.10151499999999984
2017,6,2,0.0,21.8,1.8,1170,0.09999999999999978
2017,6,3,0.0,21.7,1.5,1170,0.09999999999999978
2017,6,4,0.0,21.3,1.7,1170,0.09999999999999978
2017,6,5,0.0,21.6,1.8,1170,0.09999999999999978
2017,6,6,0.0,20.4,2.7,1170,0.09999999999999978
2017,6,7,0.0,21.0,2.2,1170,0.09999999999999978
2017,6,8,0.0,18.2,3.1,1170,0.09999999999999978
2017,6,9,0.0,18.6,-2.6,1170,0.09999999999999978
2017,6,10,0.0,17.9,0.2,1170,0.09999999999999978
2017,6,11,0.0,19.9,0.0,1170,0.09999999999999978
2017,6,12,0.0,22.0,3.0,1170,0.09999999999999978
2017,6,13,0.0,23.1,1.4,1170,0.11650000000000015
2017,6,14,0.0,23.3,1.7,1170,0.11950000000000024
2017,6,15,0.0,23.3,2.4,1170,0.11950000000000024
2017,6,16,0.0,21.7,3.4,1170,0.09999999999999978
2017,6,17,0.0,20.3,4.7,1170,0.09999999999999978
2017,6,18,0.0,21.4,3.2,1170,0.09999999999999978
2017,6,19,0.0,18.9,5.2,1170,0.09999999999999978
2017,6,20,0.0,21.0,2.5,1170,0.09999999999999978
2017,6,21,0.0,20.8,4.5,1170,0.09999999999999978
2017,6,22,0.0,22.0,2.8,1170,0.09999999999999978
2017,6,23,0.0,19.7,1.9,1170,0.09999999999999978
2017,6,24,0.0,17.9,0.6,1170,0.09999999999999978
2017,6,25,0.0,19.2,1.2,1170,0.09999999999999978
2017,6,26,0.0,18.4,0.7,1170,0.09999999999999978
2017,6,27,0.0,18.8,4.7,1170,0.09999999999999978
2017,6,28,0.0,20.9,2.3,1170,0.09999999999999978
2017,6,29,0.0,20.8,1.6,1170,0.09999999999999978
2017,6,30,0.0,19.8,3.0,1170,0.09999999999999978
2017,7,1,0.0,21.5,2.9,1170,0.09999999999999978
2017,7,2,0.0,20.5,3.1,1170,0.09999999999999978
2017,7,3,0.0,20.9,5.3,1170,0.09999999999999978
2017,7,4,0.0,19.6,7.4,1170,0.09999999999999978
2017,7,5,0.0,21.3,4.0,1170,0.09999999999999978
2017,7,6,0.0,21.9,1.8,1170,0.09999999999999978
2017,7,7,0.2,19.2,2.8,1170,0.10056497174875272
2017,7,8,0.0,18.2,6.1,1170,0.10056497174875272
2017,7,9,0.0,21.1,3.4,1170,0.10056497174875272
2017,7,10,0.0,23.8,2.4,1170,0.1274235310716641
2017,7,11,0.0,23.5,3.1,1170,0.12279008474432634
2017,7,12,0.0,23.0,4.0,1170,0.11547672316131477
2017,7,13,0.0,23.1,7.6,1170,0.11701957626895206
2017,7,14,0.0,23.3,3.8,1170,0.11950564971748776
2017,7,15,0.0,22.8,7.4,1170,0.11218079095960083
2017,7,16,0.0,23.4,2.5,1170,0.12097000000000029
2017,7,17,0.0,18.9,2.4,1170,0.09999999999999978
